filepath,label
inme\yok_clean\12947.png,0
inme\var_iskemi_clean\15375.png,1
inme\var_kanama_clean\12063.png,1
inme\yok_clean\13425.png,0
inme\var_kanama_clean\10297.png,1
inme\var_kanama_clean\11994.png,1
inme\yok_clean\12550.png,0
inme\var_kanama_clean\16033.png,1
inme\yok_clean\14558.png,0
inme\var_iskemi_clean\13125.png,1
inme\yok_clean\13630.png,0
inme\yok_clean\15451.png,0
inme\yok_clean\11347.png,0
inme\yok_clean\11869.png,0
inme\var_kanama_clean\14565.png,1
inme\yok_clean\16275.png,0
inme\var_kanama_clean\10662.png,1
inme\yok_clean\10639.png,0
inme\var_kanama_clean\10430.png,1
inme\var_iskemi_clean\15331.png,1
inme\yok_clean\16633.png,0
inme\yok_clean\11138.png,0
inme\var_iskemi_clean\15759.png,1
inme\yok_clean\10824.png,0
inme\yok_clean\16095.png,0
inme\yok_clean\11439.png,0
inme\yok_clean\14434.png,0
inme\var_kanama_clean\14675.png,1
inme\var_iskemi_clean\12299.png,1
inme\yok_clean\12128.png,0
inme\yok_clean\10393.png,0
inme\yok_clean\13272.png,0
inme\yok_clean\11058.png,0
inme\yok_clean\16509.png,0
inme\var_iskemi_clean\15686.png,1
inme\yok_clean\11472.png,0
inme\var_kanama_clean\12422.png,1
inme\yok_clean\13857.png,0
inme\yok_clean\12338.png,0
inme\yok_clean\13998.png,0
inme\yok_clean\13740.png,0
inme\var_iskemi_clean\14752.png,1
inme\var_kanama_clean\10449.png,1
inme\yok_clean\16543.png,0
inme\yok_clean\14046.png,0
inme\yok_clean\13585.png,0
inme\yok_clean\16186.png,0
inme\yok_clean\15294.png,0
inme\yok_clean\16448.png,0
inme\var_iskemi_clean\16923.png,1
inme\yok_clean\11575.png,0
inme\yok_clean\15817.png,0
inme\yok_clean\12261.png,0
inme\yok_clean\14318.png,0
inme\var_kanama_clean\15898.png,1
inme\yok_clean\12285.png,0
inme\yok_clean\15319.png,0
inme\yok_clean\10836.png,0
inme\var_iskemi_clean\14630.png,1
inme\var_iskemi_clean\10755.png,1
inme\yok_clean\10322.png,0
inme\var_iskemi_clean\15610.png,1
inme\yok_clean\14305.png,0
inme\var_kanama_clean\15485.png,1
inme\var_kanama_clean\13385.png,1
inme\var_iskemi_clean\10367.png,1
inme\yok_clean\11934.png,0
inme\var_iskemi_clean\16740.png,1
inme\yok_clean\13842.png,0
inme\yok_clean\16482.png,0
inme\yok_clean\15342.png,0
inme\yok_clean\10318.png,0
inme\yok_clean\12158.png,0
inme\yok_clean\15701.png,0
inme\yok_clean\16492.png,0
inme\yok_clean\14141.png,0
inme\var_iskemi_clean\13318.png,1
inme\var_kanama_clean\16230.png,1
inme\yok_clean\10511.png,0
inme\yok_clean\16175.png,0
inme\yok_clean\15873.png,0
inme\yok_clean\11167.png,0
inme\yok_clean\13467.png,0
inme\yok_clean\10619.png,0
inme\var_kanama_clean\13223.png,1
inme\yok_clean\12588.png,0
inme\var_kanama_clean\14916.png,1
inme\yok_clean\14976.png,0
inme\var_iskemi_clean\10884.png,1
inme\var_iskemi_clean\16465.png,1
inme\var_iskemi_clean\16346.png,1
inme\var_kanama_clean\15159.png,1
inme\var_kanama_clean\12146.png,1
inme\yok_clean\15193.png,0
inme\yok_clean\15980.png,0
inme\var_kanama_clean\16585.png,1
inme\yok_clean\14764.png,0
inme\var_kanama_clean\14699.png,1
inme\var_kanama_clean\10691.png,1
inme\var_kanama_clean\11248.png,1
inme\yok_clean\11370.png,0
inme\yok_clean\15135.png,0
inme\yok_clean\16678.png,0
inme\yok_clean\15050.png,0
inme\var_iskemi_clean\10645.png,1
inme\var_iskemi_clean\11312.png,1
inme\yok_clean\16903.png,0
inme\yok_clean\10502.png,0
inme\yok_clean\14148.png,0
inme\yok_clean\14511.png,0
inme\var_iskemi_clean\15012.png,1
inme\yok_clean\16547.png,0
inme\yok_clean\16783.png,0
inme\yok_clean\14574.png,0
inme\var_iskemi_clean\11166.png,1
inme\yok_clean\11054.png,0
inme\yok_clean\14861.png,0
inme\yok_clean\14020.png,0
inme\var_kanama_clean\10870.png,1
inme\var_iskemi_clean\11224.png,1
inme\yok_clean\13673.png,0
inme\yok_clean\16294.png,0
inme\yok_clean\15151.png,0
inme\var_iskemi_clean\11427.png,1
inme\var_kanama_clean\13256.png,1
inme\var_kanama_clean\15841.png,1
inme\yok_clean\14636.png,0
inme\var_iskemi_clean\11326.png,1
inme\yok_clean\14871.png,0
inme\var_iskemi_clean\15895.png,1
inme\var_kanama_clean\16109.png,1
inme\yok_clean\12184.png,0
inme\var_kanama_clean\11790.png,1
inme\var_iskemi_clean\10206.png,1
inme\yok_clean\16857.png,0
inme\var_iskemi_clean\15125.png,1
inme\yok_clean\16948.png,0
inme\yok_clean\13707.png,0
inme\yok_clean\15587.png,0
inme\var_iskemi_clean\13892.png,1
inme\yok_clean\10912.png,0
inme\yok_clean\13792.png,0
inme\yok_clean\12509.png,0
inme\yok_clean\16513.png,0
inme\var_iskemi_clean\13625.png,1
inme\var_iskemi_clean\12795.png,1
inme\yok_clean\13399.png,0
inme\var_iskemi_clean\12523.png,1
inme\yok_clean\14367.png,0
inme\yok_clean\14904.png,0
inme\var_iskemi_clean\11490.png,1
inme\yok_clean\16936.png,0
inme\yok_clean\10829.png,0
inme\yok_clean\15522.png,0
inme\yok_clean\10086.png,0
inme\yok_clean\12735.png,0
inme\var_kanama_clean\12845.png,1
inme\var_kanama_clean\15558.png,1
inme\var_iskemi_clean\15514.png,1
inme\yok_clean\12431.png,0
inme\var_kanama_clean\15720.png,1
inme\yok_clean\16838.png,0
inme\var_iskemi_clean\10236.png,1
inme\yok_clean\16231.png,0
inme\var_kanama_clean\12541.png,1
inme\yok_clean\11795.png,0
inme\yok_clean\15961.png,0
inme\yok_clean\16803.png,0
inme\var_iskemi_clean\14000.png,1
inme\yok_clean\11742.png,0
inme\var_iskemi_clean\14899.png,1
inme\yok_clean\16014.png,0
inme\yok_clean\10710.png,0
inme\yok_clean\14097.png,0
inme\yok_clean\14884.png,0
inme\var_kanama_clean\14298.png,1
inme\yok_clean\15435.png,0
inme\yok_clean\15966.png,0
inme\yok_clean\14037.png,0
inme\yok_clean\12706.png,0
inme\var_iskemi_clean\12650.png,1
inme\var_kanama_clean\13220.png,1
inme\yok_clean\14081.png,0
inme\var_kanama_clean\12062.png,1
inme\var_kanama_clean\15928.png,1
inme\yok_clean\15694.png,0
inme\yok_clean\16038.png,0
inme\yok_clean\13169.png,0
inme\yok_clean\11524.png,0
inme\yok_clean\13244.png,0
inme\var_iskemi_clean\15726.png,1
inme\var_kanama_clean\10214.png,1
inme\yok_clean\15471.png,0
inme\var_iskemi_clean\16815.png,1
inme\var_kanama_clean\14227.png,1
inme\yok_clean\13412.png,0
inme\yok_clean\15276.png,0
inme\var_iskemi_clean\14812.png,1
inme\var_iskemi_clean\17019.png,1
inme\var_kanama_clean\13923.png,1
inme\var_iskemi_clean\12498.png,1
inme\var_kanama_clean\12945.png,1
inme\yok_clean\14099.png,0
inme\yok_clean\10140.png,0
inme\yok_clean\11416.png,0
inme\yok_clean\13828.png,0
inme\yok_clean\12451.png,0
inme\yok_clean\11672.png,0
inme\var_iskemi_clean\11249.png,1
inme\yok_clean\11533.png,0
inme\var_iskemi_clean\10734.png,1
inme\yok_clean\14641.png,0
inme\var_kanama_clean\10476.png,1
inme\yok_clean\16535.png,0
inme\var_kanama_clean\12471.png,1
inme\var_kanama_clean\11513.png,1
inme\yok_clean\14294.png,0
inme\yok_clean\12596.png,0
inme\yok_clean\11915.png,0
inme\yok_clean\10675.png,0
inme\yok_clean\16267.png,0
inme\var_iskemi_clean\16160.png,1
inme\var_iskemi_clean\11485.png,1
inme\yok_clean\12131.png,0
inme\var_iskemi_clean\10518.png,1
inme\yok_clean\12830.png,0
inme\yok_clean\16431.png,0
inme\yok_clean\11986.png,0
inme\var_kanama_clean\13825.png,1
inme\yok_clean\16794.png,0
inme\var_kanama_clean\11845.png,1
inme\yok_clean\15493.png,0
inme\yok_clean\12889.png,0
inme\yok_clean\14250.png,0
inme\var_kanama_clean\14623.png,1
inme\yok_clean\14045.png,0
inme\var_kanama_clean\10766.png,1
inme\var_iskemi_clean\12554.png,1
inme\yok_clean\13843.png,0
inme\yok_clean\13944.png,0
inme\yok_clean\12828.png,0
inme\yok_clean\12203.png,0
inme\yok_clean\10822.png,0
inme\yok_clean\13026.png,0
inme\yok_clean\14451.png,0
inme\var_iskemi_clean\15458.png,1
inme\yok_clean\14751.png,0
inme\yok_clean\15621.png,0
inme\yok_clean\17012.png,0
inme\yok_clean\12190.png,0
inme\yok_clean\15730.png,0
inme\var_iskemi_clean\14382.png,1
inme\var_iskemi_clean\12433.png,1
inme\yok_clean\10856.png,0
inme\yok_clean\16106.png,0
inme\yok_clean\10626.png,0
inme\yok_clean\13942.png,0
inme\yok_clean\16887.png,0
inme\yok_clean\12577.png,0
inme\yok_clean\12690.png,0
inme\var_iskemi_clean\15688.png,1
inme\var_kanama_clean\16662.png,1
inme\var_kanama_clean\12453.png,1
inme\var_iskemi_clean\15486.png,1
inme\yok_clean\14093.png,0
inme\yok_clean\16926.png,0
inme\yok_clean\16125.png,0
inme\yok_clean\16119.png,0
inme\var_iskemi_clean\10202.png,1
inme\var_iskemi_clean\16445.png,1
inme\var_kanama_clean\13874.png,1
inme\var_iskemi_clean\16850.png,1
inme\var_iskemi_clean\16238.png,1
inme\yok_clean\12039.png,0
inme\yok_clean\13837.png,0
inme\yok_clean\11833.png,0
inme\yok_clean\11100.png,0
inme\yok_clean\11801.png,0
inme\yok_clean\15692.png,0
inme\yok_clean\16419.png,0
inme\yok_clean\12732.png,0
inme\var_kanama_clean\13541.png,1
inme\yok_clean\12319.png,0
inme\yok_clean\12775.png,0
inme\var_iskemi_clean\11971.png,1
inme\var_iskemi_clean\16117.png,1
inme\var_iskemi_clean\16913.png,1
inme\yok_clean\13520.png,0
inme\yok_clean\12054.png,0
inme\yok_clean\10019.png,0
inme\var_kanama_clean\11830.png,1
inme\var_iskemi_clean\13535.png,1
inme\yok_clean\14888.png,0
inme\yok_clean\13993.png,0
inme\var_kanama_clean\13749.png,1
inme\yok_clean\10939.png,0
inme\yok_clean\14735.png,0
inme\var_iskemi_clean\12788.png,1
inme\yok_clean\10295.png,0
inme\yok_clean\11189.png,0
inme\var_kanama_clean\16976.png,1
inme\var_iskemi_clean\14948.png,1
inme\yok_clean\12818.png,0
inme\yok_clean\16303.png,0
inme\yok_clean\12202.png,0
inme\yok_clean\15651.png,0
inme\yok_clean\16277.png,0
inme\yok_clean\11841.png,0
inme\var_kanama_clean\12270.png,1
inme\var_iskemi_clean\11052.png,1
inme\var_iskemi_clean\10931.png,1
inme\yok_clean\14353.png,0
inme\yok_clean\15042.png,0
inme\var_iskemi_clean\16878.png,1
inme\var_iskemi_clean\16917.png,1
inme\var_iskemi_clean\16420.png,1
inme\yok_clean\10022.png,0
inme\yok_clean\13709.png,0
inme\yok_clean\10136.png,0
inme\var_iskemi_clean\12473.png,1
inme\yok_clean\17021.png,0
inme\yok_clean\15003.png,0
inme\yok_clean\11557.png,0
inme\var_iskemi_clean\15175.png,1
inme\yok_clean\15359.png,0
inme\yok_clean\14977.png,0
inme\yok_clean\13488.png,0
inme\yok_clean\10630.png,0
inme\yok_clean\14378.png,0
inme\yok_clean\11652.png,0
inme\yok_clean\11791.png,0
inme\var_kanama_clean\14668.png,1
inme\yok_clean\10359.png,0
inme\yok_clean\13608.png,0
inme\yok_clean\12797.png,0
inme\yok_clean\16435.png,0
inme\yok_clean\16480.png,0
inme\yok_clean\16808.png,0
inme\var_kanama_clean\16859.png,1
inme\yok_clean\14865.png,0
inme\var_iskemi_clean\11086.png,1
inme\var_iskemi_clean\14307.png,1
inme\yok_clean\13796.png,0
inme\var_kanama_clean\10736.png,1
inme\yok_clean\13303.png,0
inme\var_kanama_clean\14556.png,1
inme\var_kanama_clean\14021.png,1
inme\yok_clean\12034.png,0
inme\yok_clean\13461.png,0
inme\var_iskemi_clean\14863.png,1
inme\yok_clean\11988.png,0
inme\yok_clean\15316.png,0
inme\var_kanama_clean\12274.png,1
inme\yok_clean\13076.png,0
inme\yok_clean\15164.png,0
inme\yok_clean\10208.png,0
inme\yok_clean\16982.png,0
inme\yok_clean\12116.png,0
inme\yok_clean\16192.png,0
inme\yok_clean\14114.png,0
inme\yok_clean\10371.png,0
inme\yok_clean\13190.png,0
inme\yok_clean\14755.png,0
inme\var_iskemi_clean\11729.png,1
inme\yok_clean\10993.png,0
inme\var_iskemi_clean\11597.png,1
inme\var_iskemi_clean\15801.png,1
inme\var_iskemi_clean\16342.png,1
inme\var_kanama_clean\13510.png,1
inme\yok_clean\10529.png,0
inme\yok_clean\12955.png,0
inme\yok_clean\14539.png,0
inme\yok_clean\13213.png,0
inme\yok_clean\16646.png,0
inme\yok_clean\16792.png,0
inme\yok_clean\13003.png,0
inme\var_iskemi_clean\16829.png,1
inme\var_kanama_clean\16094.png,1
inme\yok_clean\12700.png,0
inme\var_iskemi_clean\13393.png,1
inme\var_kanama_clean\13806.png,1
inme\var_iskemi_clean\14208.png,1
inme\var_iskemi_clean\13443.png,1
inme\yok_clean\13150.png,0
inme\yok_clean\12528.png,0
inme\var_iskemi_clean\14881.png,1
inme\yok_clean\14664.png,0
inme\yok_clean\12103.png,0
inme\yok_clean\10256.png,0
inme\yok_clean\10180.png,0
inme\yok_clean\10215.png,0
inme\var_iskemi_clean\12404.png,1
inme\yok_clean\12122.png,0
inme\var_iskemi_clean\16168.png,1
inme\yok_clean\14412.png,0
inme\yok_clean\13847.png,0
inme\var_iskemi_clean\12695.png,1
inme\yok_clean\12822.png,0
inme\var_kanama_clean\13943.png,1
inme\yok_clean\11763.png,0
inme\yok_clean\11122.png,0
inme\yok_clean\13103.png,0
inme\var_kanama_clean\14953.png,1
inme\yok_clean\16246.png,0
inme\var_kanama_clean\11359.png,1
inme\yok_clean\13794.png,0
inme\yok_clean\15908.png,0
inme\yok_clean\11461.png,0
inme\yok_clean\14052.png,0
inme\var_iskemi_clean\13442.png,1
inme\yok_clean\16074.png,0
inme\yok_clean\16390.png,0
inme\yok_clean\12027.png,0
inme\yok_clean\15242.png,0
inme\var_kanama_clean\11600.png,1
inme\var_iskemi_clean\15267.png,1
inme\yok_clean\14460.png,0
inme\yok_clean\13005.png,0
inme\yok_clean\15653.png,0
inme\yok_clean\16159.png,0
inme\yok_clean\13917.png,0
inme\var_kanama_clean\12819.png,1
inme\yok_clean\17006.png,0
inme\var_kanama_clean\13371.png,1
inme\var_iskemi_clean\14416.png,1
inme\yok_clean\10405.png,0
inme\yok_clean\11809.png,0
inme\var_iskemi_clean\10747.png,1
inme\yok_clean\15102.png,0
inme\yok_clean\10669.png,0
inme\var_kanama_clean\12992.png,1
inme\yok_clean\12803.png,0
inme\yok_clean\13996.png,0
inme\var_kanama_clean\12627.png,1
inme\var_iskemi_clean\12716.png,1
inme\var_iskemi_clean\11390.png,1
inme\yok_clean\11489.png,0
inme\var_kanama_clean\14006.png,1
inme\yok_clean\15553.png,0
inme\yok_clean\14469.png,0
inme\var_iskemi_clean\10846.png,1
inme\yok_clean\16682.png,0
inme\yok_clean\11787.png,0
inme\yok_clean\13743.png,0
inme\yok_clean\14613.png,0
inme\var_kanama_clean\15920.png,1
inme\yok_clean\10034.png,0
inme\var_iskemi_clean\11010.png,1
inme\yok_clean\15830.png,0
inme\var_kanama_clean\13291.png,1
inme\yok_clean\13470.png,0
inme\yok_clean\10500.png,0
inme\yok_clean\13017.png,0
inme\yok_clean\14896.png,0
inme\var_iskemi_clean\14673.png,1
inme\var_iskemi_clean\12728.png,1
inme\yok_clean\10413.png,0
inme\yok_clean\17001.png,0
inme\var_iskemi_clean\16219.png,1
inme\yok_clean\11449.png,0
inme\var_iskemi_clean\16825.png,1
inme\var_kanama_clean\11866.png,1
inme\yok_clean\12786.png,0
inme\yok_clean\16717.png,0
inme\var_iskemi_clean\16355.png,1
inme\var_iskemi_clean\12467.png,1
inme\yok_clean\15935.png,0
inme\yok_clean\12713.png,0
inme\yok_clean\14211.png,0
inme\yok_clean\16743.png,0
inme\var_kanama_clean\14587.png,1
inme\yok_clean\16440.png,0
inme\yok_clean\11606.png,0
inme\var_iskemi_clean\12811.png,1
inme\yok_clean\14706.png,0
inme\yok_clean\15878.png,0
inme\var_kanama_clean\14629.png,1
inme\yok_clean\11367.png,0
inme\var_kanama_clean\15501.png,1
inme\yok_clean\12906.png,0
inme\yok_clean\13643.png,0
inme\var_kanama_clean\12390.png,1
inme\yok_clean\14271.png,0
inme\var_kanama_clean\14409.png,1
inme\yok_clean\15487.png,0
inme\var_kanama_clean\15512.png,1
inme\yok_clean\15418.png,0
inme\var_kanama_clean\13309.png,1
inme\yok_clean\10457.png,0
inme\var_kanama_clean\15939.png,1
inme\yok_clean\10844.png,0
inme\var_iskemi_clean\11211.png,1
inme\yok_clean\11214.png,0
inme\yok_clean\12071.png,0
inme\var_iskemi_clean\11331.png,1
inme\var_kanama_clean\15526.png,1
inme\yok_clean\16639.png,0
inme\yok_clean\11948.png,0
inme\yok_clean\13890.png,0
inme\yok_clean\16361.png,0
inme\yok_clean\12861.png,0
inme\var_kanama_clean\13909.png,1
inme\yok_clean\16178.png,0
inme\var_iskemi_clean\10989.png,1
inme\yok_clean\14670.png,0
inme\yok_clean\11856.png,0
inme\yok_clean\15061.png,0
inme\var_kanama_clean\13879.png,1
inme\yok_clean\14818.png,0
inme\yok_clean\11464.png,0
inme\var_iskemi_clean\10073.png,1
inme\yok_clean\16919.png,0
inme\var_kanama_clean\16174.png,1
inme\var_kanama_clean\16218.png,1
inme\yok_clean\14370.png,0
inme\yok_clean\13112.png,0
inme\yok_clean\12967.png,0
inme\yok_clean\13378.png,0
inme\yok_clean\11344.png,0
inme\var_iskemi_clean\10671.png,1
inme\yok_clean\14866.png,0
inme\yok_clean\11169.png,0
inme\var_iskemi_clean\11159.png,1
inme\yok_clean\13602.png,0
inme\yok_clean\12784.png,0
inme\var_iskemi_clean\10460.png,1
inme\yok_clean\16984.png,0
inme\var_iskemi_clean\15355.png,1
inme\yok_clean\16895.png,0
inme\yok_clean\16721.png,0
inme\var_kanama_clean\12658.png,1
inme\yok_clean\16518.png,0
inme\yok_clean\15095.png,0
inme\var_kanama_clean\14712.png,1
inme\yok_clean\10159.png,0
inme\yok_clean\16049.png,0
inme\var_iskemi_clean\15884.png,1
inme\yok_clean\10249.png,0
inme\yok_clean\14493.png,0
inme\yok_clean\11980.png,0
inme\yok_clean\12382.png,0
inme\yok_clean\11076.png,0
inme\yok_clean\10021.png,0
inme\yok_clean\10608.png,0
inme\yok_clean\16991.png,0
inme\yok_clean\11854.png,0
inme\yok_clean\15071.png,0
inme\yok_clean\10772.png,0
inme\var_iskemi_clean\13142.png,1
inme\var_iskemi_clean\13773.png,1
inme\var_iskemi_clean\14516.png,1
inme\var_iskemi_clean\16972.png,1
inme\yok_clean\13490.png,0
inme\var_kanama_clean\10547.png,1
inme\yok_clean\11846.png,0
inme\yok_clean\16102.png,0
inme\yok_clean\15654.png,0
inme\yok_clean\10728.png,0
inme\yok_clean\10953.png,0
inme\var_iskemi_clean\12193.png,1
inme\var_iskemi_clean\10599.png,1
inme\var_iskemi_clean\12576.png,1
inme\yok_clean\12259.png,0
inme\yok_clean\15741.png,0
inme\var_iskemi_clean\16142.png,1
inme\var_kanama_clean\12712.png,1
inme\yok_clean\14780.png,0
inme\yok_clean\14661.png,0
inme\yok_clean\14176.png,0
inme\yok_clean\16534.png,0
inme\var_kanama_clean\14329.png,1
inme\var_iskemi_clean\14067.png,1
inme\var_iskemi_clean\10852.png,1
inme\var_iskemi_clean\13077.png,1
inme\yok_clean\13972.png,0
inme\yok_clean\10199.png,0
inme\yok_clean\14740.png,0
inme\var_iskemi_clean\13456.png,1
inme\var_kanama_clean\12537.png,1
inme\yok_clean\16223.png,0
inme\yok_clean\16145.png,0
inme\var_kanama_clean\12583.png,1
inme\yok_clean\16374.png,0
inme\yok_clean\15565.png,0
inme\yok_clean\14714.png,0
inme\var_kanama_clean\14406.png,1
inme\yok_clean\13742.png,0
inme\yok_clean\10849.png,0
inme\var_iskemi_clean\15958.png,1
inme\yok_clean\11746.png,0
inme\yok_clean\13494.png,0
inme\yok_clean\12061.png,0
inme\var_iskemi_clean\12076.png,1
inme\var_kanama_clean\15394.png,1
inme\var_kanama_clean\13203.png,1
inme\yok_clean\11040.png,0
inme\yok_clean\15201.png,0
inme\yok_clean\16260.png,0
inme\yok_clean\12030.png,0
inme\yok_clean\13500.png,0
inme\yok_clean\13035.png,0
inme\yok_clean\14177.png,0
inme\yok_clean\14379.png,0
inme\yok_clean\11815.png,0
inme\var_iskemi_clean\10024.png,1
inme\yok_clean\15909.png,0
inme\yok_clean\14428.png,0
inme\yok_clean\14388.png,0
inme\var_iskemi_clean\11101.png,1
inme\yok_clean\11423.png,0
inme\yok_clean\11186.png,0
inme\yok_clean\12988.png,0
inme\yok_clean\13006.png,0
inme\yok_clean\10326.png,0
inme\yok_clean\16771.png,0
inme\var_iskemi_clean\13367.png,1
inme\var_kanama_clean\13007.png,1
inme\var_iskemi_clean\16841.png,1
inme\yok_clean\11745.png,0
inme\yok_clean\15395.png,0
inme\var_iskemi_clean\15620.png,1
inme\var_kanama_clean\12742.png,1
inme\yok_clean\15027.png,0
inme\yok_clean\13957.png,0
inme\yok_clean\13598.png,0
inme\var_kanama_clean\16806.png,1
inme\yok_clean\11413.png,0
inme\yok_clean\14446.png,0
inme\yok_clean\11690.png,0
inme\yok_clean\16831.png,0
inme\var_iskemi_clean\11551.png,1
inme\yok_clean\12715.png,0
inme\var_iskemi_clean\10907.png,1
inme\yok_clean\14241.png,0
inme\yok_clean\11853.png,0
inme\yok_clean\15429.png,0
inme\var_kanama_clean\10677.png,1
inme\var_iskemi_clean\15539.png,1
inme\yok_clean\13935.png,0
inme\yok_clean\15020.png,0
inme\yok_clean\10842.png,0
inme\yok_clean\13130.png,0
inme\yok_clean\13366.png,0
inme\yok_clean\12207.png,0
inme\yok_clean\16359.png,0
inme\yok_clean\14869.png,0
inme\yok_clean\14499.png,0
inme\var_iskemi_clean\16495.png,1
inme\yok_clean\11396.png,0
inme\yok_clean\12514.png,0
inme\yok_clean\13386.png,0
inme\yok_clean\10470.png,0
inme\var_iskemi_clean\12434.png,1
inme\yok_clean\13323.png,0
inme\yok_clean\12294.png,0
inme\yok_clean\10166.png,0
inme\yok_clean\10851.png,0
inme\yok_clean\16060.png,0
inme\yok_clean\16302.png,0
inme\yok_clean\12372.png,0
inme\var_kanama_clean\13764.png,1
inme\yok_clean\17010.png,0
inme\var_kanama_clean\12084.png,1
inme\yok_clean\14987.png,0
inme\yok_clean\14419.png,0
inme\var_kanama_clean\12561.png,1
inme\var_kanama_clean\10317.png,1
inme\yok_clean\10423.png,0
inme\yok_clean\15589.png,0
inme\var_kanama_clean\12440.png,1
inme\var_kanama_clean\17028.png,1
inme\yok_clean\16486.png,0
inme\yok_clean\11140.png,0
inme\var_kanama_clean\11233.png,1
inme\var_iskemi_clean\11237.png,1
inme\yok_clean\16696.png,0
inme\yok_clean\12336.png,0
inme\yok_clean\11365.png,0
inme\var_kanama_clean\12343.png,1
inme\yok_clean\11736.png,0
inme\yok_clean\13689.png,0
inme\yok_clean\14807.png,0
inme\var_iskemi_clean\16674.png,1
inme\yok_clean\15584.png,0
inme\yok_clean\16011.png,0
inme\yok_clean\13008.png,0
inme\yok_clean\12249.png,0
inme\yok_clean\15722.png,0
inme\yok_clean\12401.png,0
inme\yok_clean\10782.png,0
inme\var_kanama_clean\15026.png,1
inme\yok_clean\15833.png,0
inme\yok_clean\16373.png,0
inme\var_kanama_clean\14595.png,1
inme\yok_clean\13372.png,0
inme\yok_clean\15217.png,0
inme\yok_clean\11085.png,0
inme\yok_clean\13417.png,0
inme\var_kanama_clean\16501.png,1
inme\yok_clean\14437.png,0
inme\var_kanama_clean\10440.png,1
inme\yok_clean\14276.png,0
inme\yok_clean\14110.png,0
inme\yok_clean\10131.png,0
inme\yok_clean\10204.png,0
inme\yok_clean\16515.png,0
inme\yok_clean\11837.png,0
inme\var_iskemi_clean\14545.png,1
inme\var_iskemi_clean\11871.png,1
inme\var_kanama_clean\16952.png,1
inme\yok_clean\13073.png,0
inme\yok_clean\10606.png,0
inme\yok_clean\12023.png,0
inme\var_iskemi_clean\16883.png,1
inme\yok_clean\15186.png,0
inme\yok_clean\15938.png,0
inme\yok_clean\12417.png,0
inme\var_kanama_clean\14609.png,1
inme\var_iskemi_clean\10928.png,1
inme\yok_clean\14157.png,0
inme\var_iskemi_clean\12298.png,1
inme\yok_clean\14263.png,0
inme\yok_clean\13985.png,0
inme\yok_clean\11852.png,0
inme\var_kanama_clean\10075.png,1
inme\var_kanama_clean\13639.png,1
inme\yok_clean\10228.png,0
inme\var_kanama_clean\16364.png,1
inme\var_kanama_clean\12275.png,1
inme\var_iskemi_clean\15410.png,1
inme\yok_clean\12106.png,0
inme\var_iskemi_clean\10933.png,1
inme\yok_clean\11713.png,0
inme\yok_clean\10032.png,0
inme\yok_clean\16623.png,0
inme\yok_clean\14800.png,0
inme\yok_clean\14648.png,0
inme\var_kanama_clean\12781.png,1
inme\yok_clean\12643.png,0
inme\yok_clean\12007.png,0
inme\var_iskemi_clean\16319.png,1
inme\yok_clean\15290.png,0
inme\yok_clean\15000.png,0
inme\yok_clean\15484.png,0
inme\yok_clean\16103.png,0
inme\var_iskemi_clean\14644.png,1
inme\var_kanama_clean\14098.png,1
inme\yok_clean\12793.png,0
inme\var_kanama_clean\13710.png,1
inme\yok_clean\11291.png,0
inme\yok_clean\11918.png,0
inme\yok_clean\15624.png,0
inme\var_kanama_clean\11506.png,1
inme\yok_clean\12088.png,0
inme\var_iskemi_clean\16530.png,1
inme\var_kanama_clean\11698.png,1
inme\yok_clean\12086.png,0
inme\yok_clean\12429.png,0
inme\yok_clean\16956.png,0
inme\yok_clean\10009.png,0
inme\var_kanama_clean\15870.png,1
inme\var_iskemi_clean\15413.png,1
inme\yok_clean\14449.png,0
inme\var_iskemi_clean\13261.png,1
inme\var_kanama_clean\15039.png,1
inme\var_kanama_clean\14133.png,1
inme\yok_clean\11634.png,0
inme\var_iskemi_clean\16978.png,1
inme\yok_clean\12219.png,0
inme\var_iskemi_clean\11184.png,1
inme\yok_clean\10709.png,0
inme\yok_clean\12816.png,0
inme\var_iskemi_clean\13436.png,1
inme\yok_clean\11527.png,0
inme\yok_clean\13908.png,0
inme\yok_clean\15729.png,0
inme\yok_clean\13397.png,0
inme\yok_clean\15940.png,0
inme\var_kanama_clean\12303.png,1
inme\var_kanama_clean\12112.png,1
inme\yok_clean\13164.png,0
inme\yok_clean\16299.png,0
inme\var_kanama_clean\12297.png,1
inme\yok_clean\12353.png,0
inme\yok_clean\13059.png,0
inme\yok_clean\14845.png,0
inme\var_iskemi_clean\11337.png,1
inme\var_kanama_clean\12339.png,1
inme\var_kanama_clean\14129.png,1
inme\yok_clean\10812.png,0
inme\yok_clean\11954.png,0
inme\yok_clean\16307.png,0
inme\yok_clean\15263.png,0
inme\var_kanama_clean\13071.png,1
inme\yok_clean\11515.png,0
inme\yok_clean\14167.png,0
inme\yok_clean\11822.png,0
inme\var_kanama_clean\16107.png,1
inme\var_kanama_clean\16940.png,1
inme\yok_clean\17007.png,0
inme\yok_clean\16451.png,0
inme\yok_clean\14993.png,0
inme\var_kanama_clean\13350.png,1
inme\yok_clean\15107.png,0
inme\var_kanama_clean\13211.png,1
inme\yok_clean\14950.png,0
inme\yok_clean\13537.png,0
inme\var_iskemi_clean\15628.png,1
inme\yok_clean\14607.png,0
inme\yok_clean\13962.png,0
