filepath,label
inme\var_kanama/PNG\16695.png,1
inme\yok\12524.png,0
inme\var_iskemi/PNG\15992.png,1
inme\var_kanama/PNG\16558.png,1
inme\var_iskemi/PNG\10105.png,1
inme\var_kanama/PNG\10997.png,1
inme\var_kanama/PNG\13094.png,1
inme\yok\12653.png,0
inme\yok\11407.png,0
inme\var_kanama/PNG\10941.png,1
inme\yok\11566.png,0
inme\var_iskemi/PNG\16003.png,1
inme\var_kanama/PNG\14686.png,1
inme\var_iskemi/PNG\10960.png,1
inme\yok\16944.png,0
inme\yok\11904.png,0
inme\yok\16562.png,0
inme\yok\13583.png,0
inme\var_iskemi/PNG\15799.png,1
inme\var_kanama/PNG\15376.png,1
inme\yok\11367.png,0
inme\yok\10439.png,0
inme\yok\12225.png,0
inme\yok\12362.png,0
inme\var_iskemi/PNG\14848.png,1
inme\yok\16880.png,0
inme\yok\12915.png,0
inme\yok\15225.png,0
inme\var_iskemi/PNG\11868.png,1
inme\yok\13281.png,0
inme\yok\11932.png,0
inme\yok\10269.png,0
inme\var_iskemi/PNG\14829.png,1
inme\var_iskemi/PNG\12301.png,1
inme\yok\10224.png,0
inme\yok\10207.png,0
inme\yok\15858.png,0
inme\var_kanama/PNG\10719.png,1
inme\var_kanama/PNG\11560.png,1
inme\var_iskemi/PNG\16142.png,1
inme\yok\12435.png,0
inme\var_iskemi/PNG\14862.png,1
inme\yok\13243.png,0
inme\var_kanama/PNG\16323.png,1
inme\var_iskemi/PNG\10460.png,1
inme\yok\11177.png,0
inme\var_kanama/PNG\10116.png,1
inme\var_iskemi/PNG\11799.png,1
inme\yok\10842.png,0
inme\var_kanama/PNG\12641.png,1
inme\yok\12516.png,0
inme\yok\10640.png,0
inme\yok\11038.png,0
inme\var_iskemi/PNG\16923.png,1
inme\yok\16281.png,0
inme\yok\10636.png,0
inme\yok\13059.png,0
inme\yok\12749.png,0
inme\var_kanama/PNG\10420.png,1
inme\var_iskemi/PNG\12363.png,1
inme\yok\11255.png,0
inme\var_kanama/PNG\10404.png,1
inme\yok\14618.png,0
inme\yok\13961.png,0
inme\var_iskemi/PNG\12298.png,1
inme\yok\11507.png,0
inme\yok\16982.png,0
inme\yok\10983.png,0
inme\yok\15108.png,0
inme\yok\12367.png,0
inme\var_kanama/PNG\11254.png,1
inme\var_iskemi/PNG\12711.png,1
inme\var_iskemi/PNG\13587.png,1
inme\yok\14823.png,0
inme\var_iskemi/PNG\16587.png,1
inme\yok\16563.png,0
inme\var_kanama/PNG\12510.png,1
inme\yok\10152.png,0
inme\var_iskemi/PNG\16781.png,1
inme\yok\11850.png,0
inme\yok\10524.png,0
inme\yok\15752.png,0
inme\var_iskemi/PNG\14526.png,1
inme\yok\12223.png,0
inme\var_iskemi/PNG\12433.png,1
inme\yok\11252.png,0
inme\yok\16646.png,0
inme\yok\11135.png,0
inme\yok\14318.png,0
inme\var_kanama/PNG\15737.png,1
inme\yok\13873.png,0
inme\yok\11018.png,0
inme\yok\11857.png,0
inme\yok\11897.png,0
inme\var_kanama/PNG\15777.png,1
inme\var_kanama/PNG\10921.png,1
inme\yok\16648.png,0
inme\var_kanama/PNG\10250.png,1
inme\var_kanama/PNG\13505.png,1
inme\yok\11357.png,0
inme\yok\12216.png,0
inme\yok\12008.png,0
inme\yok\13003.png,0
inme\yok\10103.png,0
inme\var_kanama/PNG\16100.png,1
inme\var_kanama/PNG\14633.png,1
inme\yok\10032.png,0
inme\var_kanama/PNG\15769.png,1
inme\var_iskemi/PNG\10268.png,1
inme\yok\16175.png,0
inme\yok\15828.png,0
inme\var_iskemi/PNG\15017.png,1
inme\var_iskemi/PNG\11629.png,1
inme\var_kanama/PNG\15463.png,1
inme\var_iskemi/PNG\16330.png,1
inme\var_kanama/PNG\16703.png,1
inme\yok\11158.png,0
inme\yok\13728.png,0
inme\yok\14614.png,0
inme\yok\15239.png,0
inme\yok\12980.png,0
inme\yok\15800.png,0
inme\var_kanama/PNG\16862.png,1
inme\yok\11100.png,0
inme\var_kanama/PNG\14672.png,1
inme\yok\10810.png,0
inme\var_iskemi/PNG\12883.png,1
inme\yok\10620.png,0
inme\var_iskemi/PNG\11521.png,1
inme\var_kanama/PNG\16539.png,1
inme\yok\13551.png,0
inme\yok\11957.png,0
inme\yok\16742.png,0
inme\yok\16957.png,0
inme\yok\13739.png,0
inme\var_iskemi/PNG\16883.png,1
inme\var_kanama/PNG\10143.png,1
inme\yok\11027.png,0
inme\var_iskemi/PNG\10795.png,1
inme\yok\15480.png,0
inme\yok\14658.png,0
inme\yok\12167.png,0
inme\var_kanama/PNG\13300.png,1
inme\yok\10905.png,0
inme\var_kanama/PNG\16746.png,1
inme\yok\10861.png,0
inme\yok\14983.png,0
inme\yok\11528.png,0
inme\var_kanama/PNG\11117.png,1
inme\yok\13847.png,0
inme\var_kanama/PNG\12486.png,1
inme\var_kanama/PNG\14655.png,1
inme\yok\10335.png,0
inme\yok\10131.png,0
inme\yok\12673.png,0
inme\yok\14742.png,0
inme\yok\14354.png,0
inme\yok\14244.png,0
inme\yok\11429.png,0
inme\var_iskemi/PNG\12952.png,1
inme\yok\16871.png,0
inme\yok\12925.png,0
inme\yok\13552.png,0
inme\yok\12014.png,0
inme\yok\11458.png,0
inme\var_kanama/PNG\10397.png,1
inme\var_iskemi/PNG\12567.png,1
inme\yok\13808.png,0
inme\yok\12295.png,0
inme\yok\12657.png,0
inme\yok\11572.png,0
inme\yok\14729.png,0
inme\yok\14896.png,0
inme\yok\14417.png,0
inme\var_kanama/PNG\13223.png,1
inme\var_iskemi/PNG\15458.png,1
inme\var_iskemi/PNG\13491.png,1
inme\var_kanama/PNG\14565.png,1
inme\yok\10383.png,0
inme\yok\12972.png,0
inme\yok\15995.png,0
inme\yok\12248.png,0
inme\var_iskemi/PNG\15993.png,1
inme\var_kanama/PNG\14836.png,1
inme\var_kanama/PNG\17016.png,1
inme\var_kanama/PNG\15505.png,1
inme\var_iskemi/PNG\15965.png,1
inme\yok\13287.png,0
inme\yok\11869.png,0
inme\yok\11632.png,0
inme\yok\10272.png,0
inme\yok\15888.png,0
inme\yok\11067.png,0
inme\yok\13609.png,0
inme\yok\10999.png,0
inme\var_kanama/PNG\10542.png,1
inme\yok\14119.png,0
inme\yok\13570.png,0
inme\var_kanama/PNG\16174.png,1
inme\var_kanama/PNG\11137.png,1
inme\var_kanama/PNG\10276.png,1
inme\yok\14357.png,0
inme\yok\11585.png,0
inme\yok\12327.png,0
inme\var_kanama/PNG\13359.png,1
inme\var_iskemi/PNG\12529.png,1
inme\yok\16785.png,0
inme\yok\15163.png,0
inme\var_kanama/PNG\16080.png,1
inme\yok\10239.png,0
inme\yok\15792.png,0
inme\var_iskemi/PNG\11695.png,1
inme\yok\14904.png,0
inme\yok\14112.png,0
inme\var_iskemi/PNG\12757.png,1
inme\var_kanama/PNG\13543.png,1
inme\yok\15602.png,0
inme\yok\16708.png,0
inme\yok\11801.png,0
inme\yok\13076.png,0
inme\yok\13697.png,0
inme\yok\13574.png,0
inme\var_kanama/PNG\10271.png,1
inme\var_kanama/PNG\16501.png,1
inme\var_iskemi/PNG\14492.png,1
inme\yok\10182.png,0
inme\yok\11014.png,0
inme\var_iskemi/PNG\15426.png,1
inme\var_iskemi/PNG\10884.png,1
inme\var_kanama/PNG\12584.png,1
inme\yok\12949.png,0
inme\yok\12226.png,0
inme\yok\11929.png,0
inme\var_kanama/PNG\14197.png,1
inme\yok\12731.png,0
inme\yok\12989.png,0
inme\yok\14336.png,0
inme\var_kanama/PNG\15583.png,1
inme\yok\12880.png,0
inme\yok\15502.png,0
inme\yok\15863.png,0
inme\yok\14373.png,0
inme\yok\14786.png,0
inme\yok\12200.png,0
inme\yok\11921.png,0
inme\var_kanama/PNG\15315.png,1
inme\yok\13143.png,0
inme\yok\15124.png,0
inme\yok\14692.png,0
inme\yok\15182.png,0
inme\yok\14825.png,0
inme\yok\11129.png,0
inme\var_iskemi/PNG\16342.png,1
inme\yok\13661.png,0
inme\var_iskemi/PNG\10453.png,1
inme\var_kanama/PNG\10156.png,1
inme\yok\14233.png,0
inme\var_kanama/PNG\11412.png,1
inme\yok\15056.png,0
inme\var_iskemi/PNG\15991.png,1
inme\var_kanama/PNG\16572.png,1
inme\yok\10284.png,0
inme\yok\14213.png,0
inme\var_kanama/PNG\13994.png,1
inme\yok\12097.png,0
inme\yok\14771.png,0
inme\var_iskemi/PNG\14389.png,1
inme\yok\16422.png,0
inme\yok\10441.png,0
inme\yok\16927.png,0
inme\yok\10452.png,0
inme\yok\11525.png,0
inme\yok\13216.png,0
inme\yok\13476.png,0
inme\yok\10023.png,0
inme\yok\16152.png,0
inme\yok\14508.png,0
inme\var_iskemi/PNG\16797.png,1
inme\yok\11165.png,0
inme\var_iskemi/PNG\14325.png,1
inme\var_kanama/PNG\10346.png,1
inme\var_iskemi/PNG\13480.png,1
inme\var_kanama/PNG\13296.png,1
inme\yok\13802.png,0
inme\yok\11051.png,0
inme\yok\13651.png,0
inme\yok\10879.png,0
inme\yok\15358.png,0
inme\yok\16689.png,0
inme\yok\13956.png,0
inme\var_kanama/PNG\16105.png,1
inme\var_iskemi/PNG\15287.png,1
inme\yok\14950.png,0
inme\var_iskemi/PNG\12346.png,1
inme\var_kanama/PNG\11226.png,1
inme\var_iskemi/PNG\15021.png,1
inme\var_kanama/PNG\14073.png,1
inme\yok\10863.png,0
inme\yok\14136.png,0
inme\var_iskemi/PNG\16893.png,1
inme\yok\13485.png,0
inme\yok\10899.png,0
inme\yok\14617.png,0
inme\yok\16002.png,0
inme\yok\12209.png,0
inme\var_iskemi/PNG\13081.png,1
inme\yok\11784.png,0
inme\var_iskemi/PNG\15202.png,1
inme\yok\10396.png,0
inme\yok\11223.png,0
inme\var_iskemi/PNG\16740.png,1
inme\yok\16922.png,0
inme\var_iskemi/PNG\15520.png,1
inme\yok\12213.png,0
inme\yok\11621.png,0
inme\yok\11003.png,0
inme\var_iskemi/PNG\13421.png,1
inme\yok\12588.png,0
inme\var_kanama/PNG\16045.png,1
inme\yok\10162.png,0
inme\yok\13620.png,0
inme\yok\15864.png,0
inme\yok\10132.png,0
inme\var_kanama/PNG\11911.png,1
inme\yok\13877.png,0
inme\yok\14502.png,0
inme\yok\11742.png,0
inme\yok\14472.png,0
inme\var_kanama/PNG\12048.png,1
inme\var_kanama/PNG\10898.png,1
inme\yok\10678.png,0
inme\yok\13075.png,0
inme\yok\14876.png,0
inme\yok\16903.png,0
inme\yok\10860.png,0
inme\var_kanama/PNG\14006.png,1
inme\yok\11623.png,0
inme\var_kanama/PNG\10320.png,1
inme\var_kanama/PNG\14252.png,1
inme\yok\11302.png,0
inme\yok\12633.png,0
inme\var_iskemi/PNG\15695.png,1
inme\yok\13018.png,0
inme\yok\16487.png,0
inme\var_iskemi/PNG\12647.png,1
inme\yok\12655.png,0
inme\yok\10704.png,0
inme\var_kanama/PNG\12834.png,1
inme\var_iskemi/PNG\12309.png,1
inme\var_kanama/PNG\10475.png,1
inme\yok\16736.png,0
inme\var_iskemi/PNG\13925.png,1
inme\yok\13048.png,0
inme\yok\13357.png,0
inme\var_iskemi/PNG\15676.png,1
inme\yok\14982.png,0
inme\yok\16875.png,0
inme\yok\14109.png,0
inme\yok\10552.png,0
inme\var_iskemi/PNG\11046.png,1
inme\yok\15081.png,0
inme\var_kanama/PNG\16033.png,1
inme\yok\11449.png,0
inme\var_iskemi/PNG\13156.png,1
inme\yok\16344.png,0
inme\yok\15162.png,0
inme\yok\14364.png,0
inme\yok\10324.png,0
inme\var_iskemi/PNG\16999.png,1
inme\var_iskemi/PNG\11118.png,1
inme\yok\14656.png,0
inme\yok\10914.png,0
inme\var_kanama/PNG\16976.png,1
inme\yok\10042.png,0
inme\var_iskemi/PNG\14899.png,1
inme\var_iskemi/PNG\11113.png,1
inme\yok\10343.png,0
inme\yok\14099.png,0
inme\var_kanama/PNG\14178.png,1
inme\var_iskemi/PNG\12080.png,1
inme\yok\12201.png,0
inme\yok\13129.png,0
inme\yok\11448.png,0
inme\yok\16009.png,0
inme\var_kanama/PNG\10605.png,1
inme\yok\11442.png,0
inme\yok\10076.png,0
inme\var_iskemi/PNG\12070.png,1
inme\yok\11392.png,0
inme\yok\14059.png,0
inme\var_iskemi/PNG\11642.png,1
inme\yok\11670.png,0
inme\var_iskemi/PNG\11326.png,1
inme\yok\11926.png,0
inme\yok\10109.png,0
inme\var_iskemi/PNG\12214.png,1
inme\yok\14446.png,0
inme\var_iskemi/PNG\10459.png,1
inme\yok\14760.png,0
inme\var_kanama/PNG\11394.png,1
inme\yok\13752.png,0
inme\var_iskemi/PNG\13083.png,1
inme\yok\16929.png,0
inme\var_iskemi/PNG\10586.png,1
inme\yok\11372.png,0
inme\var_iskemi/PNG\11257.png,1
inme\yok\12160.png,0
inme\yok\10658.png,0
inme\var_iskemi/PNG\11427.png,1
inme\var_iskemi/PNG\13521.png,1
inme\yok\13571.png,0
inme\yok\12321.png,0
inme\yok\16709.png,0
inme\yok\12031.png,0
inme\yok\14809.png,0
inme\var_kanama/PNG\14026.png,1
inme\yok\12098.png,0
inme\var_kanama/PNG\11600.png,1
inme\yok\11802.png,0
inme\yok\12995.png,0
inme\yok\16637.png,0
inme\var_kanama/PNG\12928.png,1
inme\yok\13612.png,0
inme\yok\16321.png,0
inme\var_kanama/PNG\12314.png,1
inme\yok\16601.png,0
inme\var_iskemi/PNG\15175.png,1
inme\var_iskemi/PNG\11333.png,1
inme\yok\12154.png,0
inme\yok\16370.png,0
inme\yok\16231.png,0
inme\yok\15813.png,0
inme\yok\13921.png,0
inme\var_kanama/PNG\11059.png,1
inme\yok\11277.png,0
inme\yok\11291.png,0
inme\var_iskemi/PNG\16924.png,1
inme\yok\11324.png,0
inme\yok\15894.png,0
inme\var_iskemi/PNG\12412.png,1
inme\yok\10666.png,0
inme\var_kanama/PNG\14725.png,1
inme\yok\14569.png,0
inme\yok\12496.png,0
inme\var_kanama/PNG\10052.png,1
inme\yok\10679.png,0
inme\yok\11604.png,0
inme\var_kanama/PNG\15578.png,1
inme\yok\16065.png,0
inme\yok\15552.png,0
inme\var_iskemi/PNG\16166.png,1
inme\yok\15303.png,0
inme\yok\16724.png,0
inme\yok\13926.png,0
inme\yok\14274.png,0
inme\yok\13123.png,0
inme\yok\10570.png,0
inme\yok\15926.png,0
inme\yok\12644.png,0
inme\yok\15890.png,0
inme\yok\13618.png,0
inme\yok\11189.png,0
inme\var_kanama/PNG\10613.png,1
inme\var_kanama/PNG\10832.png,1
inme\var_iskemi/PNG\13667.png,1
inme\var_iskemi/PNG\14089.png,1
inme\yok\14641.png,0
inme\var_kanama/PNG\12606.png,1
inme\yok\15275.png,0
inme\yok\12637.png,0
inme\yok\12553.png,0
inme\yok\16298.png,0
inme\yok\10880.png,0
inme\var_iskemi/PNG\16917.png,1
inme\var_iskemi/PNG\16352.png,1
inme\var_kanama/PNG\15305.png,1
inme\yok\16682.png,0
inme\yok\15425.png,0
inme\var_iskemi/PNG\12463.png,1
inme\var_iskemi/PNG\10928.png,1
inme\yok\12921.png,0
inme\yok\12280.png,0
inme\yok\13666.png,0
inme\yok\13881.png,0
inme\var_iskemi/PNG\14619.png,1
inme\var_iskemi/PNG\16408.png,1
inme\var_kanama/PNG\10509.png,1
inme\var_kanama/PNG\15272.png,1
inme\yok\13959.png,0
inme\yok\16414.png,0
inme\yok\13549.png,0
inme\var_iskemi/PNG\14424.png,1
inme\var_kanama/PNG\15485.png,1
inme\yok\15400.png,0
inme\yok\10778.png,0
inme\var_kanama/PNG\10063.png,1
inme\yok\12690.png,0
inme\yok\13438.png,0
inme\yok\13537.png,0
inme\var_kanama/PNG\10703.png,1
inme\yok\10099.png,0
inme\yok\12843.png,0
inme\var_kanama/PNG\13247.png,1
inme\yok\13557.png,0
inme\yok\16374.png,0
inme\yok\11993.png,0
inme\var_kanama/PNG\11832.png,1
inme\var_iskemi/PNG\14900.png,1
inme\var_iskemi/PNG\15942.png,1
inme\yok\10409.png,0
inme\yok\12113.png,0
inme\yok\11376.png,0
inme\yok\16890.png,0
inme\yok\10566.png,0
inme\yok\14295.png,0
inme\yok\14238.png,0
inme\yok\15274.png,0
inme\yok\11234.png,0
inme\var_kanama/PNG\11735.png,1
inme\yok\15181.png,0
inme\yok\15664.png,0
inme\yok\12706.png,0
inme\var_kanama/PNG\10730.png,1
inme\yok\13214.png,0
inme\yok\11477.png,0
inme\yok\15582.png,0
inme\yok\13422.png,0
inme\yok\13168.png,0
inme\yok\11187.png,0
inme\var_kanama/PNG\13823.png,1
inme\var_iskemi/PNG\13062.png,1
inme\var_iskemi/PNG\12307.png,1
inme\yok\10938.png,0
inme\yok\14971.png,0
inme\var_kanama/PNG\16131.png,1
inme\var_iskemi/PNG\16032.png,1
inme\yok\10405.png,0
inme\yok\16229.png,0
inme\yok\16251.png,0
inme\var_iskemi/PNG\16241.png,1
inme\yok\14306.png,0
inme\yok\16359.png,0
inme\yok\10454.png,0
inme\yok\13793.png,0
inme\var_iskemi/PNG\15801.png,1
inme\yok\16361.png,0
inme\var_iskemi/PNG\13754.png,1
inme\yok\12429.png,0
inme\yok\16392.png,0
inme\yok\14177.png,0
inme\var_iskemi/PNG\10364.png,1
inme\var_iskemi/PNG\12656.png,1
inme\yok\15911.png,0
inme\yok\16795.png,0
inme\yok\11488.png,0
inme\yok\15297.png,0
inme\yok\10930.png,0
inme\yok\11213.png,0
inme\yok\12779.png,0
inme\yok\10612.png,0
inme\yok\14635.png,0
inme\var_iskemi/PNG\15115.png,1
inme\yok\11232.png,0
inme\yok\14653.png,0
inme\yok\16207.png,0
inme\yok\12044.png,0
inme\var_kanama/PNG\14298.png,1
inme\yok\16603.png,0
inme\yok\11440.png,0
inme\yok\12491.png,0
inme\yok\11053.png,0
inme\yok\16123.png,0
inme\yok\13998.png,0
inme\yok\10482.png,0
inme\var_iskemi/PNG\15199.png,1
inme\yok\10663.png,0
inme\var_kanama/PNG\11266.png,1
inme\yok\13466.png,0
inme\yok\15521.png,0
inme\var_iskemi/PNG\12954.png,1
inme\var_kanama/PNG\12146.png,1
inme\yok\16707.png,0
inme\yok\15563.png,0
inme\var_iskemi/PNG\10377.png,1
inme\var_iskemi/PNG\15507.png,1
inme\yok\15524.png,0
inme\yok\11878.png,0
inme\var_kanama/PNG\16124.png,1
inme\var_kanama/PNG\17000.png,1
inme\yok\13187.png,0
inme\yok\14763.png,0
inme\yok\14727.png,0
inme\var_kanama/PNG\15542.png,1
inme\yok\16782.png,0
inme\yok\12820.png,0
inme\yok\10643.png,0
inme\var_kanama/PNG\14973.png,1
inme\yok\11070.png,0
inme\yok\16895.png,0
inme\yok\15187.png,0
inme\yok\14601.png,0
inme\yok\12665.png,0
inme\yok\15568.png,0
inme\yok\15316.png,0
inme\var_iskemi/PNG\13809.png,1
inme\yok\15697.png,0
inme\yok\11212.png,0
inme\var_kanama/PNG\12992.png,1
inme\yok\14893.png,0
inme\yok\11861.png,0
inme\yok\13987.png,0
inme\yok\15106.png,0
inme\var_iskemi/PNG\11393.png,1
inme\yok\10177.png,0
inme\var_kanama/PNG\15609.png,1
inme\yok\11160.png,0
inme\yok\10835.png,0
inme\yok\15781.png,0
inme\yok\10306.png,0
inme\yok\11959.png,0
inme\yok\12793.png,0
inme\var_kanama/PNG\12696.png,1
inme\var_kanama/PNG\15844.png,1
inme\var_iskemi/PNG\13206.png,1
inme\yok\13474.png,0
inme\yok\16975.png,0
inme\yok\10398.png,0
inme\var_iskemi/PNG\11975.png,1
inme\yok\14269.png,0
inme\yok\10597.png,0
inme\yok\15161.png,0
inme\var_kanama/PNG\11124.png,1
inme\var_iskemi/PNG\16031.png,1
inme\yok\15619.png,0
inme\var_iskemi/PNG\16556.png,1
inme\yok\14215.png,0
inme\yok\11056.png,0
inme\yok\12230.png,0
inme\var_iskemi/PNG\12697.png,1
inme\var_iskemi/PNG\16522.png,1
inme\yok\14393.png,0
inme\var_kanama/PNG\16066.png,1
inme\var_iskemi/PNG\16181.png,1
inme\var_kanama/PNG\16540.png,1
inme\yok\14866.png,0
inme\var_kanama/PNG\12063.png,1
inme\yok\13737.png,0
inme\yok\15718.png,0
inme\yok\12879.png,0
inme\yok\14572.png,0
inme\yok\11719.png,0
inme\var_kanama/PNG\13806.png,1
inme\yok\15700.png,0
inme\yok\14925.png,0
inme\var_kanama/PNG\15658.png,1
inme\yok\12451.png,0
inme\yok\10667.png,0
inme\yok\10015.png,0
inme\yok\11750.png,0
inme\var_iskemi/PNG\14327.png,1
inme\var_kanama/PNG\11862.png,1
inme\yok\14843.png,0
inme\var_kanama/PNG\10002.png,1
inme\yok\15511.png,0
inme\yok\13685.png,0
inme\yok\10455.png,0
inme\var_iskemi/PNG\16173.png,1
inme\yok\13545.png,0
inme\var_kanama/PNG\15772.png,1
inme\var_kanama/PNG\11743.png,1
inme\yok\16551.png,0
inme\yok\15837.png,0
inme\yok\12017.png,0
inme\yok\10336.png,0
inme\var_kanama/PNG\15086.png,1
inme\var_kanama/PNG\11243.png,1
inme\yok\11877.png,0
inme\var_iskemi/PNG\10926.png,1
inme\var_kanama/PNG\15976.png,1
inme\var_iskemi/PNG\16319.png,1
inme\yok\13415.png,0
inme\var_iskemi/PNG\12472.png,1
inme\yok\13036.png,0
inme\var_iskemi/PNG\12761.png,1
inme\yok\16108.png,0
inme\yok\14662.png,0
inme\var_kanama/PNG\12365.png,1
inme\yok\12186.png,0
inme\yok\11846.png,0
inme\yok\14456.png,0
inme\yok\11870.png,0
inme\yok\15749.png,0
inme\var_kanama/PNG\12986.png,1
inme\var_iskemi/PNG\16839.png,1
inme\yok\16774.png,0
inme\yok\15129.png,0
inme\var_kanama/PNG\15386.png,1
inme\yok\15879.png,0
inme\yok\15074.png,0
inme\yok\10585.png,0
inme\var_iskemi/PNG\12927.png,1
inme\var_iskemi/PNG\10845.png,1
inme\var_iskemi/PNG\15025.png,1
inme\yok\11203.png,0
inme\yok\13320.png,0
inme\yok\11073.png,0
inme\yok\11991.png,0
inme\var_iskemi/PNG\10444.png,1
inme\yok\16919.png,0
inme\yok\16415.png,0
inme\yok\12366.png,0
inme\var_kanama/PNG\15391.png,1
inme\var_iskemi/PNG\11284.png,1
inme\yok\15666.png,0
inme\yok\11455.png,0
inme\yok\11546.png,0
inme\var_kanama/PNG\12851.png,1
inme\yok\14989.png,0
inme\var_kanama/PNG\15819.png,1
inme\yok\14770.png,0
inme\yok\12399.png,0
inme\var_iskemi/PNG\13324.png,1
inme\yok\15685.png,0
inme\yok\12956.png,0
inme\yok\11155.png,0
inme\yok\12065.png,0
inme\yok\16351.png,0
inme\yok\14271.png,0
inme\var_iskemi/PNG\12777.png,1
inme\yok\13232.png,0
inme\var_iskemi/PNG\15012.png,1
inme\var_kanama/PNG\10434.png,1
inme\yok\11281.png,0
inme\yok\16399.png,0
inme\var_kanama/PNG\16333.png,1
inme\yok\16509.png,0
inme\yok\13636.png,0
inme\var_iskemi/PNG\14445.png,1
inme\var_iskemi/PNG\10690.png,1
inme\yok\11347.png,0
inme\yok\16054.png,0
inme\yok\11652.png,0
inme\yok\13665.png,0
inme\yok\15094.png,0
inme\yok\11722.png,0
inme\var_kanama/PNG\12541.png,1
inme\yok\10805.png,0
inme\yok\13090.png,0
inme\yok\16049.png,0
inme\var_kanama/PNG\14227.png,1
inme\var_iskemi/PNG\13801.png,1
inme\var_iskemi/PNG\16702.png,1
inme\yok\13782.png,0
inme\yok\10341.png,0
inme\yok\14421.png,0
inme\yok\14860.png,0
inme\yok\11889.png,0
inme\var_kanama/PNG\16824.png,1
inme\yok\10497.png,0
inme\yok\15132.png,0
inme\var_kanama/PNG\14284.png,1
inme\yok\10368.png,0
inme\yok\16718.png,0
inme\yok\13454.png,0
inme\yok\10929.png,0
inme\yok\11463.png,0
inme\yok\10490.png,0
inme\yok\10892.png,0
inme\yok\15024.png,0
inme\yok\10584.png,0
inme\yok\11006.png,0
inme\yok\11633.png,0
inme\yok\13467.png,0
inme\yok\13777.png,0
inme\yok\14263.png,0
inme\yok\16447.png,0
inme\var_iskemi/PNG\13867.png,1
inme\yok\10811.png,0
inme\var_kanama/PNG\11845.png,1
inme\var_iskemi/PNG\15439.png,1
inme\var_kanama/PNG\14790.png,1
inme\var_iskemi/PNG\10060.png,1
inme\yok\11404.png,0
inme\yok\13323.png,0
inme\yok\13390.png,0
inme\yok\15581.png,0
inme\var_iskemi/PNG\11159.png,1
inme\yok\14755.png,0
inme\yok\14020.png,0
inme\yok\15060.png,0
inme\var_iskemi/PNG\14015.png,1
inme\yok\11346.png,0
inme\yok\16206.png,0
inme\yok\14740.png,0
inme\yok\15207.png,0
inme\yok\11543.png,0
inme\yok\14260.png,0
inme\yok\15516.png,0
inme\yok\11408.png,0
inme\yok\14379.png,0
inme\yok\12174.png,0
inme\var_iskemi/PNG\15112.png,1
inme\var_iskemi/PNG\12544.png,1
inme\yok\10895.png,0
inme\yok\12876.png,0
inme\yok\13996.png,0
inme\yok\16594.png,0
inme\yok\11746.png,0
inme\var_kanama/PNG\12893.png,1
inme\yok\14206.png,0
inme\yok\10142.png,0
inme\var_kanama/PNG\13716.png,1
inme\yok\11691.png,0
inme\yok\15449.png,0
inme\yok\12549.png,0
inme\yok\12130.png,0
inme\yok\16542.png,0
inme\var_kanama/PNG\13027.png,1
inme\var_iskemi/PNG\13753.png,1
inme\yok\16462.png,0
inme\var_iskemi/PNG\14201.png,1
inme\var_kanama/PNG\16780.png,1
inme\yok\15342.png,0
inme\yok\10947.png,0
inme\yok\12089.png,0
inme\var_kanama/PNG\12929.png,1
inme\yok\13342.png,0
inme\yok\15296.png,0
inme\yok\11894.png,0
inme\var_iskemi/PNG\14291.png,1
inme\yok\12978.png,0
inme\var_kanama/PNG\11650.png,1
inme\yok\10609.png,0
inme\yok\12732.png,0
inme\yok\14149.png,0
inme\yok\14014.png,0
inme\yok\14733.png,0
inme\yok\14048.png,0
inme\yok\14469.png,0
inme\yok\14765.png,0
inme\var_iskemi/PNG\16614.png,1
inme\var_kanama/PNG\14975.png,1
inme\yok\12311.png,0
inme\yok\11779.png,0
inme\yok\11287.png,0
inme\var_iskemi/PNG\12059.png,1
inme\var_kanama/PNG\11701.png,1
inme\yok\12812.png,0
inme\var_kanama/PNG\13953.png,1
inme\yok\15420.png,0
inme\yok\12157.png,0
inme\yok\15629.png,0
inme\yok\16990.png,0
inme\var_iskemi/PNG\15571.png,1
inme\var_iskemi/PNG\13889.png,1
inme\var_kanama/PNG\15788.png,1
inme\yok\11362.png,0
inme\var_iskemi/PNG\11106.png,1
inme\var_iskemi/PNG\16384.png,1
inme\yok\16320.png,0
inme\yok\14234.png,0
inme\var_iskemi/PNG\12032.png,1
inme\yok\10369.png,0
inme\var_iskemi/PNG\16264.png,1
inme\yok\14754.png,0
inme\var_iskemi/PNG\15408.png,1
inme\var_iskemi/PNG\10438.png,1
inme\var_iskemi/PNG\10561.png,1
inme\yok\15276.png,0
inme\yok\12979.png,0
inme\yok\15989.png,0
inme\yok\14558.png,0
inme\yok\10426.png,0
inme\var_kanama/PNG\16433.png,1
inme\var_kanama/PNG\15054.png,1
inme\yok\13706.png,0
inme\yok\12957.png,0
inme\var_kanama/PNG\10476.png,1
inme\var_iskemi/PNG\10754.png,1
inme\yok\15001.png,0
inme\yok\14585.png,0
inme\var_kanama/PNG\13211.png,1
inme\var_iskemi/PNG\15343.png,1
inme\var_iskemi/PNG\14247.png,1
inme\yok\15651.png,0
inme\yok\11844.png,0
inme\yok\15873.png,0
inme\yok\10665.png,0
inme\var_iskemi/PNG\14855.png,1
inme\var_iskemi/PNG\15438.png,1
inme\var_kanama/PNG\12881.png,1
inme\yok\14277.png,0
inme\yok\15030.png,0
